,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales
3975,Kobitodzukan: Kobito no Fushigi - Jikken Set,3DS,2013.0,Misc,Nippon Columbia,0.0,0.0,0.08,0.0
3976,Arthur! Ready to Race,PS,2000.0,Racing,The Learning Company,0.03,0.02,0.0,0.0
3977,Turok: Evolution,GC,2002.0,Shooter,Acclaim Entertainment,0.3,0.08,0.0,0.01
3978,Jikkyou Powerful Pro Yakyuu '98 Ketteiban,PS,1998.0,Sports,Konami Digital Entertainment,0.0,0.0,0.25,0.02
3979,DokiDoki Majo Shinpan! 2,DS,2008.0,Adventure,SNK Playmore,0.0,0.0,0.03,0.0
3980,Purr Pals,Wii,2008.0,Simulation,Deep Silver,0.27,0.0,0.0,0.02
3981,The Urbz: Sims in the City,PS2,2004.0,Simulation,Electronic Arts,0.52,0.95,0.0,0.29
3982,Ano Hi Mita Hana no Namae o Bokutachi wa Mada Shiranai,PSP,2012.0,Action,5pb,0.0,0.0,0.02,0.0
3983,Metal Fight Beyblade Portable: Chouzetsu Tensei Vulcan Horses,PSP,2010.0,Action,Takara Tomy,0.0,0.0,0.02,0.0
3984,Supreme Commander 2,PC,2010.0,Strategy,Square Enix,0.0,0.15,0.0,0.04
3985,Densetsu no Yuusha no Densetsu: Legendary Saga,PSP,2010.0,Role-Playing,Kadokawa Shoten,0.0,0.0,0.01,0.0
3986,D.C.I.F.: Da Capo Innocent Finale,PS2,2009.0,Adventure,Sweets,0.0,0.0,0.03,0.0
3987,Cabela's Legendary Adventures,PSP,2008.0,Sports,Activision,0.16,0.0,0.0,0.01
3988,MX vs. ATV Reflex,DS,2009.0,Racing,THQ,0.13,0.0,0.0,0.01
3989,Horse Life,DS,2007.0,Simulation,Game Life,0.09,0.02,0.0,0.01
3990,Disney's Stitch: Experiment 626,PS2,2002.0,Action,Sony Computer Entertainment,0.15,0.12,0.0,0.04
3991,The Book of Unwritten Tales,PC,2009.0,Adventure,HMH Interactive,0.0,0.08,0.0,0.02
3992,Top Angler: Real Bass Fishing,PS2,2002.0,Sports,Xicat Interactive,0.05,0.04,0.0,0.01
3993,Shin Megami Tensei: Devil Summoner 2 - Raidou Kuzunoha vs. King Abaddon,PS2,2008.0,Role-Playing,Atlus,0.07,0.05,0.0,0.02
3994,Zoo Tycoon 2: Ultimate Collection,PC,2008.0,Strategy,Microsoft Game Studios,0.04,0.18,0.0,0.04
3995,The Lord of the Rings: The Return of the King,PS2,2003.0,Action,Electronic Arts,1.5,1.28,0.05,0.46
3996,World Soccer Winning Eleven 2010: Aoki Samurai no Chousen,PS2,2010.0,Sports,Konami Digital Entertainment,0.0,0.0,0.09,0.0
3997,SoulCalibur: Broken Destiny,PSP,2009.0,Fighting,Namco Bandai Games,0.12,0.2,0.07,0.12
3998,Naruto: Gekito Ninja Taisen! 3,GC,2004.0,Fighting,Tomy Corporation,0.0,0.0,0.43,0.01
3999,NFL Head Coach,PS2,2006.0,Sports,Electronic Arts,0.38,0.01,0.0,0.06
4000,Tokyo Xtreme Racer Advance,GBA,2005.0,Racing,Crave Entertainment,0.04,0.02,0.0,0.0
4001,Far East of Eden II: Manji Maru,DS,2006.0,Role-Playing,Hudson Soft,0.0,0.0,0.01,0.0
4002,How to Train Your Dragon,PS3,2010.0,Action,Activision,0.12,0.04,0.0,0.02
4003,Kaidan Restaurant: Ura Menu 100-Sen,DS,2010.0,Misc,Namco Bandai Games,0.0,0.0,0.08,0.0
4004,Just Cause 3,PS4,2015.0,Action,Square Enix,0.46,1.02,0.07,0.28
4005,Super Puyo Puyo,SNES,1993.0,Puzzle,Banpresto,0.0,0.0,1.69,0.01
4006,Doraemon: Nobita to Midori no Kyojinden DS,DS,2008.0,Platform,Sega,0.0,0.0,0.09,0.0
4007,The Game of Life,PS,1998.0,Misc,Hasbro Interactive,0.46,0.31,0.0,0.05
4008,MLB 2006,PS2,2005.0,Sports,Sony Computer Entertainment,0.33,0.01,0.0,0.05
4009,FIFA World Cup Germany 2006,PS2,2006.0,Sports,Electronic Arts,0.47,0.02,0.0,0.08
4010,Uncharted 4: A Thief's End,PS4,2016.0,Shooter,Sony Computer Entertainment,1.3,2.07,0.18,0.65
4011,Hatsune Miku: Project Diva f,PS3,2013.0,Misc,Sega,0.08,0.0,0.19,0.01
4012,Katekyoo Hitman Reborn!! Let's Ansatsu!? Nerawareta 10 Daime!,PS2,2007.0,Action,Marvelous Interactive,0.0,0.0,0.02,0.0
4013,Teenage Mutant Ninja Turtles 3: Mutant Nightmare,XB,2005.0,Action,Konami Digital Entertainment,0.03,0.01,0.0,0.0
4014,Looney Tunes: Cartoon Conductor,DS,2008.0,Misc,Eidos Interactive,0.04,0.0,0.0,0.0
4015,Samantha Swift and the Hidden Roses of Athena,DS,2010.0,Adventure,Mumbo Jumbo,0.04,0.01,0.0,0.0
4016,NBA 2K9,PS3,2008.0,Sports,Take-Two Interactive,0.56,0.0,0.0,0.05
4017,NFL Blitz Pro,GC,2003.0,Sports,Midway Games,0.02,0.0,0.0,0.0
4018,WWE SmackDown vs. Raw 2011,Wii,2010.0,Fighting,THQ,0.3,0.13,0.0,0.04
4019,Mary-Kate and Ashley: Crush Course,PS,2001.0,Action,Acclaim Entertainment,0.08,0.05,0.0,0.01
4020,Car Battler Joe,GBA,2001.0,Role-Playing,Victor Interactive,0.01,0.01,0.0,0.0
4021,Conflict: Global Terror,XB,2005.0,Shooter,SCi,0.08,0.02,0.0,0.0
4022,Bullet Girls 2,PSV,2016.0,Action,D3Publisher,0.0,0.0,0.04,0.0
4023,Transformers: Fall of Cybertron,X360,2012.0,Action,Activision,0.28,0.13,0.0,0.04
4024,Heroes Phantasia,PSP,2012.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.07,0.0
4025,3rd Super Robot Wars Z: Tengoku-Hen,PSV,2015.0,Action,Namco Bandai Games,0.0,0.0,0.19,0.0
4026,Scribblenauts,DS,2009.0,Puzzle,Warner Bros. Interactive Entertainment,1.71,0.32,0.02,0.18
4027,Naruto Shippuden: Ultimate Ninja Storm Revolution,X360,2014.0,Fighting,Namco Bandai Games,0.13,0.08,0.0,0.02
4028,Aliens vs Predator: Requiem,PSP,2007.0,Action,Vivendi Games,0.03,0.12,0.0,0.07
4029,Galaxy Fight,SAT,1994.0,Fighting,Sunsoft,0.0,0.0,0.04,0.0
4030,Power Rangers: Wild Force,GBA,2002.0,Action,THQ,0.15,0.05,0.0,0.0
4031,The Godfather (old US sales),XB,2006.0,Action,Electronic Arts,0.42,0.11,0.0,0.02
4032,Taiko no Tatsujin Wii: Dodon to 2 Yome!,Wii,2009.0,Misc,Namco Bandai Games,0.0,0.0,0.4,0.0
4033,Just Dance 2014,Wii,2013.0,Misc,Ubisoft,1.98,1.47,0.0,0.32
4034,MindJack,X360,2011.0,Shooter,Square Enix,0.07,0.02,0.0,0.01
4035,Dorabase DS: Dramatic Stadium,DS,2007.0,Sports,Namco Bandai Games,0.0,0.0,0.21,0.0
4036,Just Dance 2015,PS4,2014.0,Misc,Ubisoft,0.19,0.13,0.0,0.06
4037,Zombie Army Trilogy,XOne,2015.0,Shooter,Rebellion Developments,0.04,0.05,0.0,0.01
4038,Shark Tale,GBA,2004.0,Action,Activision,0.49,0.18,0.0,0.01
4039,Ratatouille,GBA,2007.0,Action,THQ,0.14,0.05,0.0,0.0
4040,Hanayamata: Yosakoi Live,PSV,2014.0,Adventure,Namco Bandai Games,0.0,0.0,0.01,0.0
4041,Muppet RaceMania,PS,1999.0,Racing,Sony Computer Entertainment,0.09,0.06,0.0,0.01
4042,Battlefield 4,PS3,2013.0,Shooter,Electronic Arts,1.3,1.51,0.27,0.61
4043,Jikkyou Powerful Pro Yakyuu '99 Kaimakuban,PS,1999.0,Sports,Konami Digital Entertainment,0.0,0.0,0.76,0.05
4044,SWAT 4,PC,2005.0,Shooter,Vivendi Games,0.0,0.02,0.0,0.0
4045,Tokimeki Memorial Girl's Side 2nd Kiss,PS2,2006.0,Adventure,Konami Digital Entertainment,0.0,0.0,0.05,0.0
4046,Power Pro Kun Pocket 12,DS,2009.0,Sports,Konami Digital Entertainment,0.0,0.0,0.19,0.0
4047,Kekkaishi: Kokubourou Shuurai,DS,2008.0,Action,Namco Bandai Games,0.0,0.0,0.03,0.0
4048,"Crouching Tiger, Hidden Dragon",PS2,2003.0,Action,Ubisoft,0.06,0.05,0.0,0.02
4049,Metal Arms: Glitch in the System,PS2,2003.0,Shooter,Vivendi Games,0.17,0.13,0.0,0.04
4050,Sesame Street: Elmo's Letter Adventure,PS,1998.0,Misc,NewKidCo,0.17,0.12,0.0,0.02
4051,Minna no Sukkiri,PSP,2009.0,Sports,Sony Computer Entertainment,0.0,0.0,0.06,0.0
4052,Silent Hill 2: Restless Dreams,XB,2001.0,Action,Konami Digital Entertainment,0.21,0.06,0.0,0.01
4053,Zapper: One Wicked Cricket!,PS2,2002.0,Platform,Infogrames,0.08,0.06,0.0,0.02
4054,Puzzler Collection,DS,2008.0,Puzzle,Ubisoft,0.17,0.78,0.0,0.04
4055,Armored Core 3 Portable,PSP,2009.0,Simulation,From Software,0.0,0.0,0.08,0.0
4056,Hooked! Again: Real Motion Fishing,Wii,2009.0,Sports,505 Games,0.36,0.0,0.0,0.03
4057,Aquaman: Battle for Atlantis,GC,2003.0,Action,TDK Mediactive,0.01,0.0,0.0,0.0
4058,WWE SmackDown! vs. Raw,PS2,2002.0,Fighting,THQ,1.32,1.08,0.04,0.39
4059,Chaos;Head - Love Chu*Chu!,PSP,2011.0,Adventure,5pb,0.0,0.0,0.04,0.0
4060,Predator: Concrete Jungle,XB,2005.0,Action,Vivendi Games,0.07,0.02,0.0,0.0
4061,Kenka Banchou 6: Soul & Blood,3DS,2015.0,Fighting,Screenlife,0.0,0.0,0.07,0.0
4062,The Sims 4: Spa Day,PC,2015.0,Simulation,Electronic Arts,0.0,0.04,0.0,0.0
4063,Backyard NFL Football 2006,GBA,2005.0,Sports,Atari,0.02,0.01,0.0,0.0
4064,Shin Fortune Quest: Sokutaku no Kishi,PS,1996.0,Misc,Media Works,0.0,0.0,0.04,0.0
4065,Madden NFL 2004,XB,2003.0,Sports,Electronic Arts,1.02,0.02,0.0,0.05
4066,Cold Fear,XB,2005.0,Action,Ubisoft,0.05,0.01,0.0,0.0
4067,Star Trek: Shattered Universe,PS2,2004.0,Simulation,Global Star,0.05,0.04,0.0,0.01
4068,Batman: Arkham Asylum,PC,2009.0,Action,Eidos Interactive,0.0,0.27,0.0,0.05
4069,Goosebumps HorrorLand,Wii,2008.0,Adventure,Scholastic Inc.,0.16,0.0,0.0,0.01
4070,Kamen Rider: Battride War Genesis,PSV,2016.0,Action,Namco Bandai Games,0.0,0.0,0.05,0.0
4071,Micro Machines V4,PSP,2006.0,Racing,Codemasters,0.01,0.0,0.0,0.0
4072,Darkstone,PS,2001.0,Role-Playing,Electronic Arts,0.37,0.25,0.0,0.04
4073,SOCOM: U.S. Navy SEALs Fireteam Bravo 3,PSP,2010.0,Shooter,Sony Computer Entertainment,0.17,0.13,0.06,0.08
4074,Derby Stallion,SAT,1999.0,Sports,ASCII Entertainment,0.0,0.0,0.09,0.0
4075,LEGO The Hobbit,WiiU,2014.0,Action,Warner Bros. Interactive Entertainment,0.1,0.11,0.0,0.02
4076,Buzz! Brain of the UK,PS3,2009.0,Misc,Sony Computer Entertainment,0.0,0.15,0.0,0.02
4077,Tank Beat,DS,2006.0,Strategy,Midas Interactive Entertainment,0.01,0.01,0.0,0.0
4078,Create,PS3,2010.0,Action,Electronic Arts,0.11,0.03,0.0,0.02
4079,Geist,GC,2005.0,Adventure,Nintendo,0.11,0.03,0.0,0.0
4080,Room Zoom: Race for Impact,XB,2004.0,Racing,Jaleco,0.02,0.01,0.0,0.0
4081,Tim Burton's The Nightmare Before Christmas: The Pumpkin King,GBA,2005.0,Platform,Disney Interactive Studios,0.1,0.04,0.0,0.0
4082,Aliens versus Predator: Extinction,PS2,2003.0,Strategy,Electronic Arts,0.09,0.07,0.0,0.02
4083,Negima!? Chou Mahora Taisen Chuu: Checkiin Zenin Shuugou! Yappari Onsen Kichaimashitaa,DS,2007.0,Adventure,Marvelous Interactive,0.0,0.0,0.02,0.0
4084,Rogue Galaxy: Director's Cut,PS2,2007.0,Role-Playing,Sony Computer Entertainment,0.2,0.16,0.0,0.05
4085,Blood Bowl,PC,2009.0,Sports,Focus Home Interactive,0.01,0.02,0.0,0.01
4086,Puyo Puyo!! 20th Anniversary,3DS,2011.0,Puzzle,Sega,0.0,0.0,0.13,0.0
4087,Pokemon Ranger: Guardian Signs,DS,2010.0,Role-Playing,Nintendo,0.51,0.17,0.58,0.06
4088,Disney Sing It,X360,2008.0,Misc,Disney Interactive Studios,0.39,0.01,0.0,0.03
4089,Warship Gunner 2 Portable,PSP,2009.0,Simulation,Tecmo Koei,0.0,0.0,0.02,0.0
4090,Pro Yaky? Spirits 2012,PS3,2012.0,Sports,Konami Digital Entertainment,0.0,0.0,0.19,0.0
4091,Cars: Race-O-Rama,X360,2009.0,Racing,THQ,0.14,0.01,0.0,0.01
4092,Crimson Skies: High Road to Revenge,XB,2003.0,Simulation,Microsoft Game Studios,0.65,0.19,0.0,0.03
4093,The Sims,PC,2000.0,Simulation,Electronic Arts,0.01,0.03,0.0,0.01
4094,Legend of the Guardians: The Owls of Ga'Hoole,DS,2010.0,Action,Warner Bros. Interactive Entertainment,0.11,0.02,0.0,0.01
4095,Virtua Tennis: World Tour (jp sales),PSP,2005.0,Sports,Sega,0.0,0.0,0.02,0.0
4096,"Barbie: Jet, Set & Style!",Wii,2011.0,Misc,THQ,0.23,0.01,0.0,0.02
4097,Army Men: Sarge's Heroes,N64,1999.0,Action,3DO,0.68,0.12,0.0,0.01
4098,Shin Koihime Musou: Otome Ryouran * Sangokushi Engi - Wei-Hen,PSP,2010.0,Adventure,Yeti,0.0,0.0,0.03,0.0
4099,Imagine: Teacher Class Trip,DS,2009.0,Adventure,Ubisoft,0.1,0.12,0.0,0.02
4100,Pac-Man,NES,1984.0,Puzzle,Namco Bandai Games,0.27,0.08,0.85,0.02
4101,Martian Gothic: Unification,PS,2001.0,Adventure,Take-Two Interactive,0.06,0.04,0.0,0.01
4102,NHL FaceOff 2000,PS,1998.0,Sports,Sony Computer Entertainment,0.17,0.12,0.0,0.02
4103,Zubo,DS,2008.0,Misc,Electronic Arts,0.09,0.03,0.0,0.01
4104,Monster Rancher 4,PS2,2003.0,Simulation,Tecmo Koei,0.08,0.06,0.19,0.02
4105,Dynasty Warriors Vs,3DS,2012.0,Action,Ackkstudios,0.0,0.0,0.06,0.0
4106,Carnival,2600,1981.0,Shooter,Coleco,0.32,0.02,0.0,0.0
4107,SpongeBob SquarePants: The Yellow Avenger,PSP,2006.0,Action,THQ,0.55,0.21,0.0,0.16
4108,Tiger Woods PGA Tour 13,PS3,2012.0,Sports,Electronic Arts,0.24,0.22,0.0,0.09
4109,Brunswick Pro Bowling,Wii,2007.0,Sports,505 Games,0.36,0.01,0.0,0.03
4110,Crayon Shin-Chan: Obaka Daininden - Susume! Kasukabe Ninja Tai!,DS,2010.0,Action,Namco Bandai Games,0.0,0.0,0.07,0.0
4111,Dragon Quest Monsters: Battle Road Victory,Wii,2010.0,Strategy,Square Enix,0.0,0.0,0.32,0.0
4112,Pokémon Mystery Dungeon: Red Rescue Team (US weekly sales),GBA,2005.0,Role-Playing,Nintendo,0.81,0.3,0.0,0.02
4113,Pinball Hall of Fame: The Williams Collection,X360,2009.0,Misc,Crave Entertainment,0.11,0.0,0.0,0.01
4114,Sengoku Basara 4: Sumeragi,PS4,2015.0,Action,Capcom,0.0,0.0,0.05,0.0
4115,everGirl,GBA,2005.0,Adventure,THQ,0.05,0.02,0.0,0.0
4116,Playmobil Knights,DS,2009.0,Action,Mindscape,0.04,0.01,0.0,0.0
4117,NES Remix,WiiU,2014.0,Action,Nintendo,0.2,0.0,0.08,0.02
4118,Midway Arcade Treasures,XB,2003.0,Misc,Midway Games,0.33,0.08,0.0,0.01
4119,NBA Live 2005,XB,2004.0,Sports,Electronic Arts,0.81,0.05,0.0,0.04
4120,NCAA Football 2003,GC,2002.0,Sports,Electronic Arts,0.16,0.04,0.0,0.01
4121,Remington Super Slam Hunting: Alaska,Wii,2011.0,Sports,Mastiff,0.08,0.0,0.0,0.01
4122,Armorines: Project S.W.A.R.M.,N64,1999.0,Shooter,Acclaim Entertainment,0.21,0.05,0.0,0.0
4123,Pulse Racer,XB,2003.0,Racing,Jaleco,0.01,0.0,0.0,0.0
4124,WRC: FIA World Rally Championship,X360,,Racing,Black Bean Games,0.0,0.1,0.0,0.02
4125,Imagine: Reporter,DS,2010.0,Simulation,Ubisoft,0.08,0.01,0.0,0.01
4126,Ruff Trigger: The Vanocore Conspiracy,PS2,2006.0,Platform,Natsume,0.01,0.01,0.0,0.0
4127,Mobile Suit Gundam: Giren no Yabou Zeon Dokuritsu Sensouden,PS2,2002.0,Strategy,Namco Bandai Games,0.0,0.0,0.38,0.0
4128,NFL GameDay '97,PS,1996.0,Sports,Sony Computer Entertainment,0.48,0.33,0.0,0.06
4129,Gokuhou!! Mecha Mote Iinchou: Girls Motekawa Box,DS,2009.0,Simulation,Konami Digital Entertainment,0.0,0.0,0.01,0.0
4130,Super Robot Taisen F Kanketsuhen,PS,1999.0,Strategy,Banpresto,0.0,0.0,0.21,0.01
4131,Black & White,PC,2001.0,Strategy,Electronic Arts,0.0,0.04,0.0,0.01
4132,Centipede,PS,1998.0,Shooter,Atari,0.36,0.25,0.0,0.04
4133,Kingdom Hearts,PS3,2013.0,Role-Playing,Square Enix,0.9,0.37,0.25,0.24
4134,Wall-E,PS3,2008.0,Platform,THQ,0.12,0.21,0.0,0.08
4135,Plants vs. Zombies,DS,2011.0,Strategy,Mastertronic,0.95,0.15,0.0,0.08
4136,Sengoku Basara: Battle Heroes,PSP,2009.0,Action,Capcom,0.0,0.0,0.26,0.0
4137,WWF No Mercy,N64,2000.0,Fighting,THQ,1.2,0.27,0.02,0.02
4138,Secret Service: Ultimate Sacrifice,PS2,2008.0,Action,Activision,0.03,0.03,0.0,0.01
4139,Guitar Hero: Metallica,PS2,2009.0,Misc,Activision,0.17,0.13,0.0,0.04
4140,Space Bust-A-Move,DS,2008.0,Puzzle,Square Enix,0.1,0.02,0.0,0.01
4141,Castlevania: Order of Ecclesia,DS,2008.0,Platform,Konami Digital Entertainment,0.31,0.03,0.04,0.03
4142,Monster Jam: Maximum Destruction,PS2,2002.0,Racing,Ubisoft,0.32,0.25,0.0,0.08
4143,Dream C Club Portable,PSP,2010.0,Simulation,D3Publisher,0.0,0.0,0.06,0.0
4144,Metroid Prime: Federation Force,3DS,2016.0,Action,Nintendo,0.02,0.01,0.01,0.0
4145,Shrek SuperSlam,DS,2005.0,Action,Activision,0.17,0.0,0.0,0.01
4146,Heroes of Hellas 2: Olympia,DS,2012.0,Puzzle,Nintendo,0.0,0.03,0.0,0.0
4147,The Legend of Zelda: Four Swords Adventures,GC,2004.0,Action,Nintendo,0.63,0.16,0.0,0.02
4148,Grand Theft Auto IV,PC,2008.0,Action,Take-Two Interactive,0.01,0.79,0.0,0.08
4149,Dragon Warrior II,NES,1987.0,Role-Playing,Enix Corporation,0.15,0.0,2.41,0.0
4150,Metroid Prime 3: Corruption,Wii,2007.0,Shooter,Nintendo,0.91,0.74,0.07,0.09
4151,MVP Baseball 2005,GC,2005.0,Sports,Electronic Arts,0.25,0.07,0.0,0.01
4152,Dr. Seuss: How the Grinch Stole Christmas,DS,2007.0,Action,CokeM Interactive,0.29,0.0,0.0,0.02
4153,NHL 10,X360,2009.0,Sports,Electronic Arts,0.51,0.1,0.0,0.06
4154,Crypt Killer,PS,1997.0,Shooter,Konami Digital Entertainment,0.02,0.01,0.0,0.0
4155,Smash Court Tennis Pro Tournament,PS2,2002.0,Sports,Sony Computer Entertainment,0.08,0.07,0.0,0.02
4156,There,PS,2002.0,Simulation,Infogrames,0.03,0.02,0.0,0.0
4157,PAC-MAN and the Ghostly Adventures,PS3,2013.0,Platform,Namco Bandai Games,0.03,0.04,0.0,0.01
4158,The Sims: Bustin' Out,PS2,2003.0,Simulation,Electronic Arts,1.07,1.19,0.0,0.18
4159,Toy Story 3: The Video Game,PS3,2010.0,Action,Disney Interactive Studios,0.51,0.42,0.0,0.17
4160,Jewel Master: Cradle of Persia,DS,2012.0,Puzzle,Rising Star Games,0.0,0.05,0.0,0.01
4161,Shrek SuperSlam,XB,2005.0,Action,Activision,0.07,0.02,0.0,0.0
4162,Inazuma Eleven,DS,2008.0,Role-Playing,Nintendo,0.0,0.14,0.38,0.02
4163,NBA 2K17,XOne,2016.0,Sports,Take-Two Interactive,0.54,0.04,0.0,0.07
4164,Just Dance: Disney Party,X360,2012.0,Misc,Ubisoft,0.13,0.02,0.0,0.01
4165,Namco Museum,XB,1995.0,Misc,Namco Bandai Games,0.77,0.11,0.0,0.04
4166,Backyard Baseball,GBA,2002.0,Sports,Atari,0.31,0.11,0.0,0.01
4167,Eternal Sonata,PS3,2008.0,Role-Playing,Atari,0.19,0.13,0.07,0.06
4168,Pro Pinball,PS,1996.0,Misc,Empire Interactive,0.23,0.15,0.0,0.03
4169,FIFA Soccer 97,PS,1996.0,Sports,Electronic Arts,0.09,0.06,0.0,0.01
4170,Mayhem 3D,X360,2011.0,Racing,Evolved Games,0.06,0.0,0.0,0.0
4171,All Star Karate,Wii,2010.0,Action,THQ,0.14,0.07,0.0,0.02
4172,F1 Racing Championship,PS,2000.0,Racing,Video System,0.06,0.04,0.0,0.01
4173,Blacksite: Area 51,PS3,2007.0,Shooter,Midway Games,0.07,0.01,0.0,0.01
4174,Peter Jackson's King Kong: The Official Game of the Movie,XB,2005.0,Action,Ubisoft,0.34,0.17,0.0,0.02
4175,Diner Dash: Sizzle & Serve,PSP,2007.0,Puzzle,Eidos Interactive,0.11,0.0,0.0,0.01
4176,Midnight Club 3: DUB Edition (America weekly sales),PS2,2005.0,Racing,Take-Two Interactive,1.22,0.05,0.0,0.01
4177,Tokyo Twilight Ghost Hunters,PSV,2014.0,Role-Playing,Aksys Games,0.06,0.01,0.02,0.02
4178,Fallout: Brotherhood of Steel,PS2,2004.0,Role-Playing,Avalon Interactive,0.03,0.03,0.0,0.01
4179,Clock Tower: The First Fear,PS,1997.0,Adventure,Human Entertainment,0.0,0.0,0.12,0.01
4180,Hulk,XB,2003.0,Action,Universal Interactive,0.25,0.07,0.0,0.01
4181,Rock Band,Wii,,Misc,MTV Games,1.35,0.56,0.0,0.2
4182,Pachi-Slot Aruze Oukoku 2,PS,1999.0,Misc,Aruze Corp,0.0,0.0,0.5,0.04
4183,James Bond 007: Blood Stone,DS,2010.0,Shooter,Activision,0.05,0.01,0.0,0.0
4184,Time Leap,X360,2009.0,Adventure,Prototype,0.0,0.0,0.01,0.0
4185,Parasite Eve II,PS,1999.0,Role-Playing,SquareSoft,0.32,0.22,0.0,0.04
4186,Diner Dash: Flo on the Go,DS,2009.0,Puzzle,Zoo Games,0.13,0.0,0.0,0.01
4187,Smash Court Tennis Pro Tournament 2,PS2,2004.0,Sports,Sony Computer Entertainment,0.06,0.05,0.0,0.02
4188,Worms Armageddon,N64,1999.0,Strategy,Infogrames,0.03,0.01,0.0,0.0
4189,Pictionary,Wii,2010.0,Puzzle,THQ,0.61,0.19,0.0,0.07
4190,DJ Max Fever,PSP,2009.0,Misc,PM Studios,0.09,0.0,0.0,0.01
4191,The Idolmaster: Gravure For You! Vol.8,PS3,2012.0,Action,Namco Bandai Games,0.0,0.0,0.02,0.0
4192,King of Fighters 2002: Unlimited Match Tougeki Ver.,PS2,2010.0,Fighting,SNK Playmore,0.0,0.0,0.01,0.0
4193,Driv3r,PS2,2004.0,Racing,Atari,0.6,0.47,0.0,0.16
4194,Harry Potter and the Order of the Phoenix,PSP,2007.0,Action,Electronic Arts,0.1,0.17,0.0,0.1
4195,M&M's Kart Racing,DS,2008.0,Racing,Zoo Digital Publishing,0.11,0.0,0.0,0.01
4196,Test Drive Unlimited 2,X360,,Racing,Atari,0.3,0.32,0.0,0.07
4197,Loving Life with Hello Kitty & Friends,DS,2011.0,Misc,Rising Star Games,0.15,0.08,0.0,0.02
4198,NHL 2K10,X360,2009.0,Sports,Take-Two Interactive,0.11,0.02,0.0,0.01
4199,Super Mario Bros.,NES,1985.0,Platform,Nintendo,29.08,3.58,6.81,0.77
4200,Sleepover Party,Wii,2009.0,Misc,Ubisoft,0.03,0.0,0.0,0.0
4201,Scooby-Doo! Classic Creep Capers,N64,2000.0,Action,THQ,0.3,0.06,0.0,0.0
4202,The Hobbit,GC,2003.0,Platform,Vivendi Games,0.13,0.03,0.0,0.0
4203,Star Trek: The Game,PS3,2013.0,Action,Namco Bandai Games,0.1,0.11,0.0,0.05
4204,Kidou Senshi Gundam UC,PS3,2012.0,Action,Namco Bandai Games,0.0,0.0,0.1,0.0
4205,Rapala Pro Bass Fishing 2010,PS3,2010.0,Sports,Activision,0.18,0.06,0.0,0.03
4206,Wipeout: In The Zone,X360,2011.0,Misc,Activision,0.87,0.0,0.0,0.05
4207,Age of Mythology: The Titans,PC,2003.0,Strategy,Microsoft Game Studios,0.01,0.02,0.0,0.0
4208,Logic Machines,DS,2009.0,Puzzle,City Interactive,0.04,0.0,0.0,0.0
4209,Buzz! Quiz TV,PS3,2008.0,Misc,Sony Computer Entertainment,0.28,0.48,0.0,0.14
4210,The Hobbit,PS2,2003.0,Platform,Vivendi Games,0.26,0.2,0.0,0.07
4211,Mario Kart 8,WiiU,2014.0,Racing,Nintendo,3.13,2.07,1.27,0.49
4212,Bomberman Land,Wii,2007.0,Misc,Rising Star Games,0.11,0.02,0.03,0.01
4213,Metroid: Zero Mission,GBA,2004.0,Adventure,Nintendo,0.6,0.22,0.0,0.01
4214,Routes PE,PS2,2007.0,Adventure,Aqua Plus,0.0,0.0,0.01,0.0
4215,Forza Motorsport 3,X360,2009.0,Racing,Microsoft Game Studios,2.99,1.92,0.1,0.51
4216,Accel World: Kasoku no Chouten,PS3,2013.0,Adventure,Namco Bandai Games,0.0,0.0,0.02,0.0
4217,Hello Kitty: Happy Party Pals,GBA,2005.0,Misc,THQ,0.12,0.05,0.0,0.0
4218,Ty the Tasmanian Tiger 3: Night of the Quinkan,GBA,2005.0,Action,Zoo Digital Publishing,0.04,0.01,0.0,0.0
4219,Cube,PSP,2007.0,Puzzle,D3Publisher,0.02,0.0,0.0,0.0
4220,Super Robot Taisen EX,SNES,1994.0,Strategy,Banpresto,0.0,0.0,0.37,0.0
4221,Van Helsing,XB,2007.0,Action,Activision,0.13,0.04,0.0,0.01
4222,Moujuutsukai to Oujisama: Snow Bride Portable,PSP,2012.0,Adventure,Idea Factory,0.0,0.0,0.02,0.0
4223,Famicom Mini: Famicom Mukashi Banashi - Shin Oniga Shima Zenkouhen,GBA,2004.0,Adventure,Nintendo,0.0,0.0,0.08,0.0
4224,Kiniro no Corda 3,3DS,2015.0,Adventure,Tecmo Koei,0.0,0.0,0.01,0.0
4225,Resistance 3,PS3,2011.0,Shooter,Sony Computer Entertainment,0.64,0.58,0.05,0.23
4226,Call of Duty 4: Modern Warfare,PS3,2007.0,Shooter,Activision,3.1,2.3,0.28,1.04
4227,Star Wars: Battlefront,PS2,2004.0,Shooter,LucasArts,1.93,1.22,0.03,0.44
4228,The Legend of Spyro: Dawn of the Dragon,PS3,2008.0,Platform,Vivendi Games,0.19,0.19,0.0,0.08
4229,Geometry Wars: Galaxies,DS,2007.0,Shooter,Vivendi Games,0.13,0.0,0.0,0.01
4230,Sega Rally 2006,PS2,2006.0,Racing,Sega,0.0,0.0,0.04,0.0
